function_start,function_end,role,instruction_addr,word,opcode,disassembly,family,edge_test_status,test_evidence
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE3C,0x468018E0,cvt.s.w,"cvt.s.w $f3, $f3",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE40,0xE50A005C,swc1,"swc1 $f10, 0x5C($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE44,0x461F1018,adda.s,"adda.s $f2, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE48,0x4600501E,madda.s,"madda.s $f10, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE4C,0x46015ADC,madd.s,"madd.s $f11, $f11, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE64,0xE50B0060,swc1,"swc1 $f11, 0x60($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE68,0x461F1818,adda.s,"adda.s $f3, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE6C,0x4600581E,madda.s,"madda.s $f11, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE70,0x4601529C,madd.s,"madd.s $f10, $f10, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE74,0x448C2000,mtc1,"mtc1 $t4, $f4",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE78,0x448B2800,mtc1,"mtc1 $t3, $f5",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE7C,0x46802120,cvt.s.w,"cvt.s.w $f4, $f4",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE80,0x46802960,cvt.s.w,"cvt.s.w $f5, $f5",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE84,0xE50A0064,swc1,"swc1 $f10, 0x64($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE88,0x461F2018,adda.s,"adda.s $f4, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE8C,0x4600501E,madda.s,"madda.s $f10, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE90,0x46015ADC,madd.s,"madd.s $f11, $f11, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE94,0xE50B0068,swc1,"swc1 $f11, 0x68($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE98,0x461F2818,adda.s,"adda.s $f5, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE9C,0x4600581E,madda.s,"madda.s $f11, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCEA0,0x4601529C,madd.s,"madd.s $f10, $f10, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCEA4,0xE50A006C,swc1,"swc1 $f10, 0x6C($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCEB0,0xE48A0004,swc1,"swc1 $f10, 0x4($a0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCEB4,0xE48B0008,swc1,"swc1 $f11, 0x8($a0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCECC,0xE48A0004,swc1,"swc1 $f10, 0x4($a0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCED0,0xE48B0008,swc1,"swc1 $f11, 0x8($a0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCEDC,0x7BBF0000,lq,"lq $ra, 0x0($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB558,0x7FB000D0,sq,"sq $s0, 0xD0($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB55C,0x7FB100C0,sq,"sq $s1, 0xC0($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB564,0x7FB200B0,sq,"sq $s2, 0xB0($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB568,0x7FB300A0,sq,"sq $s3, 0xA0($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB56C,0x7FB40090,sq,"sq $s4, 0x90($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB570,0x7FB50080,sq,"sq $s5, 0x80($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB574,0x7FB60070,sq,"sq $s6, 0x70($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB578,0x7FB70060,sq,"sq $s7, 0x60($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB57C,0x7FBE0050,sq,"sq $fp, 0x50($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB5FC,0xC4400000,lwc1,"lwc1 $f0, 0x0($v0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB600,0xE7200000,swc1,"swc1 $f0, 0x0($t9)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB6C8,0xC4E10000,lwc1,"lwc1 $f1, 0x0($a3)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB6D4,0xE4A10028,swc1,"swc1 $f1, 0x28($a1)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB6D8,0xC4E00004,lwc1,"lwc1 $f0, 0x4($a3)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB6DC,0xE4A0002C,swc1,"swc1 $f0, 0x2C($a1)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB6E0,0xC4E10008,lwc1,"lwc1 $f1, 0x8($a3)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB6E4,0xE4A10030,swc1,"swc1 $f1, 0x30($a1)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB6E8,0xC4E0000C,lwc1,"lwc1 $f0, 0xC($a3)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB6F0,0xE4A00034,swc1,"swc1 $f0, 0x34($a1)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB764,0xC4800028,lwc1,"lwc1 $f0, 0x28($a0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB768,0xE7200000,swc1,"swc1 $f0, 0x0($t9)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB76C,0xC481002C,lwc1,"lwc1 $f1, 0x2C($a0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB770,0xE7210004,swc1,"swc1 $f1, 0x4($t9)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB774,0xC4800030,lwc1,"lwc1 $f0, 0x30($a0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB778,0xE7200008,swc1,"swc1 $f0, 0x8($t9)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB77C,0xC4810034,lwc1,"lwc1 $f1, 0x34($a0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB780,0xE721000C,swc1,"swc1 $f1, 0xC($t9)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB850,0x71084488,pextlw,"pextlw $t0, $t0, $t0",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB854,0x71084488,pextlw,"pextlw $t0, $t0, $t0",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB860,0x71604C88,pextlw,"pextlw $t1, $t3, $zero",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB864,0x718A7488,pextlw,"pextlw $t6, $t4, $t2",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB868,0x71C94C88,pextlw,"pextlw $t1, $t6, $t1",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB86C,0x71285008,paddw,"paddw $t2, $t1, $t0",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB870,0x71485808,paddw,"paddw $t3, $t2, $t0",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB874,0x71686008,paddw,"paddw $t4, $t3, $t0",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB878,0x700840BC,psllw,"psllw $t0, $t0, 2",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB880,0x71AD6C88,pextlw,"pextlw $t5, $t5, $t5",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB884,0x71AD6C88,pextlw,"pextlw $t5, $t5, $t5",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB88C,0x48AE0800,qmtc2.ni,"qmtc2.ni $t6, $vf1",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB89C,0x71A97008,paddw,"paddw $t6, $t5, $t1",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8A0,0x71AA7808,paddw,"paddw $t7, $t5, $t2",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8A4,0x71AB8008,paddw,"paddw $s0, $t5, $t3",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8A8,0x71AC8808,paddw,"paddw $s1, $t5, $t4",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8AC,0x71A86808,paddw,"paddw $t5, $t5, $t0",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8B0,0x700E92A9,pinteh,"pinteh $s2, $zero, $t6",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8B4,0x700F9AA9,pinteh,"pinteh $s3, $zero, $t7",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8B8,0x7010A2A9,pinteh,"pinteh $s4, $zero, $s0",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8BC,0x7011AAA9,pinteh,"pinteh $s5, $zero, $s1",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8C0,0x48B21000,qmtc2.ni,"qmtc2.ni $s2, $vf2",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8C4,0x48B31800,qmtc2.ni,"qmtc2.ni $s3, $vf3",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8C8,0x48B42000,qmtc2.ni,"qmtc2.ni $s4, $vf4",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8CC,0x48B52800,qmtc2.ni,"qmtc2.ni $s5, $vf5",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8D0,0x4BE2113C,vitof0.xyzw,"vitof0.xyzw $vf2, $vf2",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8D4,0x4BE3193C,vitof0.xyzw,"vitof0.xyzw $vf3, $vf3",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8D8,0x70C69488,pextlw,"pextlw $s2, $a2, $a2",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8DC,0x4BE4213C,vitof0.xyzw,"vitof0.xyzw $vf4, $vf4",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8E0,0x4BE5293C,vitof0.xyzw,"vitof0.xyzw $vf5, $vf5",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8E4,0x4BE11098,vmulx.xyzw,"vmulx.xyzw $vf2, $vf2, $vf1x",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8E8,0x4BE118D8,vmulx.xyzw,"vmulx.xyzw $vf3, $vf3, $vf1x",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8EC,0x72529488,pextlw,"pextlw $s2, $s2, $s2",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8F0,0x4BE12118,vmulx.xyzw,"vmulx.xyzw $vf4, $vf4, $vf1x",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8F4,0x4BE12958,vmulx.xyzw,"vmulx.xyzw $vf5, $vf5, $vf1x",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8F8,0x700E743E,psrlw,"psrlw $t6, $t6, 16",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB8FC,0x700F7C3E,psrlw,"psrlw $t7, $t7, 16",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB900,0x7010843E,psrlw,"psrlw $s0, $s0, 16",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB904,0x70118C3E,psrlw,"psrlw $s1, $s1, 16",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB908,0x700E70BC,psllw,"psllw $t6, $t6, 2",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB90C,0x700F78BC,psllw,"psllw $t7, $t7, 2",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB910,0x701080BC,psllw,"psllw $s0, $s0, 2",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB914,0x701188BC,psllw,"psllw $s1, $s1, 2",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB918,0x71D27008,paddw,"paddw $t6, $t6, $s2",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB91C,0x71F27808,paddw,"paddw $t7, $t7, $s2",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB920,0x72128008,paddw,"paddw $s0, $s0, $s2",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB924,0x72328808,paddw,"paddw $s1, $s1, $s2",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB94C,0x72F39C88,pextlw,"pextlw $s3, $s7, $s3",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB958,0x7314A488,pextlw,"pextlw $s4, $t8, $s4",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB95C,0x72F5AC88,pextlw,"pextlw $s5, $s7, $s5",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB960,0x71D6B488,pextlw,"pextlw $s6, $t6, $s6",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB964,0x72B39C88,pextlw,"pextlw $s3, $s5, $s3",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB968,0x72D4A488,pextlw,"pextlw $s4, $s6, $s4",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB96C,0x48B33000,qmtc2.ni,"qmtc2.ni $s3, $vf6",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB970,0x48B45000,qmtc2.ni,"qmtc2.ni $s4, $vf10",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB998,0x72F39C88,pextlw,"pextlw $s3, $s7, $s3",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB9A4,0x7314A488,pextlw,"pextlw $s4, $t8, $s4",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB9A8,0x72F5AC88,pextlw,"pextlw $s5, $s7, $s5",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB9AC,0x71D6B488,pextlw,"pextlw $s6, $t6, $s6",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB9B0,0x72B39C88,pextlw,"pextlw $s3, $s5, $s3",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB9B4,0x72D4A488,pextlw,"pextlw $s4, $s6, $s4",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB9B8,0x48B33800,qmtc2.ni,"qmtc2.ni $s3, $vf7",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB9BC,0x48B45800,qmtc2.ni,"qmtc2.ni $s4, $vf11",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB9E4,0x72F39C88,pextlw,"pextlw $s3, $s7, $s3",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB9F0,0x7314A488,pextlw,"pextlw $s4, $t8, $s4",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB9F4,0x72F5AC88,pextlw,"pextlw $s5, $s7, $s5",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB9F8,0x71D6B488,pextlw,"pextlw $s6, $t6, $s6",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CB9FC,0x72B39C88,pextlw,"pextlw $s3, $s5, $s3",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA00,0x72D4A488,pextlw,"pextlw $s4, $s6, $s4",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA04,0x48B34000,qmtc2.ni,"qmtc2.ni $s3, $vf8",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA08,0x48B46000,qmtc2.ni,"qmtc2.ni $s4, $vf12",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA30,0x72F39C88,pextlw,"pextlw $s3, $s7, $s3",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA3C,0x7314A488,pextlw,"pextlw $s4, $t8, $s4",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA40,0x72F5AC88,pextlw,"pextlw $s5, $s7, $s5",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA44,0x71D6B488,pextlw,"pextlw $s6, $t6, $s6",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA48,0x72B39C88,pextlw,"pextlw $s3, $s5, $s3",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA4C,0x72D4A488,pextlw,"pextlw $s4, $s6, $s4",MMI,untested,No PCSX2 edge-input semantics test found; codegen/decoder tests do not qualify
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA50,0x48B34800,qmtc2.ni,"qmtc2.ni $s3, $vf9",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA54,0x48B46800,qmtc2.ni,"qmtc2.ni $s4, $vf13",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA5C,0x4BE652AC,vsub.xyzw,"vsub.xyzw $vf10, $vf10, $vf6",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA60,0x4BE75AEC,vsub.xyzw,"vsub.xyzw $vf11, $vf11, $vf7",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA64,0x4BE8632C,vsub.xyzw,"vsub.xyzw $vf12, $vf12, $vf8",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA68,0x4BE96B6C,vsub.xyzw,"vsub.xyzw $vf13, $vf13, $vf9",COP2/VU0,untested,No matching PCSX2 edge-input semantics test found
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA6C,0x4BE252AA,vmul.xyzw,"vmul.xyzw $vf10, $vf10, $vf2",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA70,0x4BE35AEA,vmul.xyzw,"vmul.xyzw $vf11, $vf11, $vf3",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CB538,0x003CBB28,voice path candidate; PINTEH,0x003CBA74,0x4BE4632A,vmul.xyzw,"vmul.xyzw $vf12, $vf12, $vf4",COP2/VU0,tested,ps2_fpu_cop2_audit_tests.cpp
